"BillNo","Itemname","Quantity","Date","Price","CustomerID","Country","YearMonth","PurchaseCategory"
"538943","WHITE BELL HONEYCOMB PAPER",24,2010-12-15,1.65,14060,"United Kingdom","2010-12","Bulk"
"538943","VICTORIAN GLASS HANGING T-LIGHT",24,2010-12-15,1.25,14060,"United Kingdom","2010-12","Bulk"
"539001","CHILLI LIGHTS",24,2010-12-15,4.25,16353,"United Kingdom","2010-12","Bulk"
"539005","HAND WARMER BABUSHKA DESIGN",24,2010-12-15,0.85,16638,"United Kingdom","2010-12","Bulk"
"539012","RED DRAWER KNOB ACRYLIC EDWARDIAN",192,2010-12-15,0.85,17858,"United Kingdom","2010-12","Bulk"
"539012","GREEN DRAWER KNOB ACRYLIC EDWARDIAN",192,2010-12-15,0.85,17858,"United Kingdom","2010-12","Bulk"
"539012","PINK DRAWER KNOB ACRYLIC EDWARDIAN",192,2010-12-15,0.85,17858,"United Kingdom","2010-12","Bulk"
"539012","CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",192,2010-12-15,0.85,17858,"United Kingdom","2010-12","Bulk"
"539012","BLUE SPOT CERAMIC DRAWER KNOB",192,2010-12-15,0.85,17858,"United Kingdom","2010-12","Bulk"
"539012","RED SPOT CERAMIC DRAWER KNOB",192,2010-12-15,0.85,17858,"United Kingdom","2010-12","Bulk"
"539012","WHITE SPOT RED CERAMIC DRAWER KNOB",192,2010-12-15,0.85,17858,"United Kingdom","2010-12","Bulk"
"539012","WHITE SPOT BLUE CERAMIC DRAWER KNOB",192,2010-12-15,0.85,17858,"United Kingdom","2010-12","Bulk"
"539033","ASSORTED COLOUR MINI CASES",36,2010-12-15,6.35,16365,"United Kingdom","2010-12","Bulk"
"539048","RATTLE SNAKE EGGS",192,2010-12-15,0.42,17752,"United Kingdom","2010-12","Bulk"
"539085","HEART FILIGREE DOVE LARGE",48,2010-12-16,1.45,12748,"United Kingdom","2010-12","Bulk"
"539085","ASSORTED COLOUR BIRD ORNAMENT",48,2010-12-16,1.45,12748,"United Kingdom","2010-12","Bulk"
"539085","HEART FILIGREE DOVE  SMALL",24,2010-12-16,1.06,12748,"United Kingdom","2010-12","Bulk"
"539096","SILVER HANGING T-LIGHT HOLDER",216,2010-12-16,1.45,13089,"United Kingdom","2010-12","Bulk"
"539101","CHILLI LIGHTS",200,2010-12-16,3.82,16029,"United Kingdom","2010-12","Bulk"
"539101","LIGHT GARLAND BUTTERFILES PINK",200,2010-12-16,3.37,16029,"United Kingdom","2010-12","Bulk"
"539101","WOODEN OWLS LIGHT GARLAND",200,2010-12-16,3.37,16029,"United Kingdom","2010-12","Bulk"
"539101","PHOTO CUBE",408,2010-12-16,1.25,16029,"United Kingdom","2010-12","Bulk"
"539101","FAIRY TALE COTTAGE NIGHTLIGHT",408,2010-12-16,1.45,16029,"United Kingdom","2010-12","Bulk"
"539101","RED TOADSTOOL LED NIGHT LIGHT",408,2010-12-16,1.25,16029,"United Kingdom","2010-12","Bulk"
"539101","LADIES & GENTLEMEN METAL SIGN",144,2010-12-16,1.69,16029,"United Kingdom","2010-12","Bulk"
"539101","COOK WITH WINE METAL SIGN",144,2010-12-16,1.53,16029,"United Kingdom","2010-12","Bulk"
"539101","HAND OVER THE CHOCOLATE   SIGN",144,2010-12-16,1.53,16029,"United Kingdom","2010-12","Bulk"
"539101","PLEASE ONE PERSON METAL SIGN",144,2010-12-16,1.85,16029,"United Kingdom","2010-12","Bulk"
"539101","GROW A FLYTRAP OR SUNFLOWER IN TIN",2400,2010-12-16,0.94,16029,"United Kingdom","2010-12","Bulk"
"539102","PHOTO CUBE",408,2010-12-16,1.25,16029,"United Kingdom","2010-12","Bulk"
"539102","LADIES & GENTLEMEN METAL SIGN",144,2010-12-16,1.69,16029,"United Kingdom","2010-12","Bulk"
"539102","PLEASE ONE PERSON METAL SIGN",144,2010-12-16,1.53,16029,"United Kingdom","2010-12","Bulk"
"539102","HAND OVER THE CHOCOLATE   SIGN",144,2010-12-16,1.53,16029,"United Kingdom","2010-12","Bulk"
"539102","PLEASE ONE PERSON METAL SIGN",144,2010-12-16,1.65,16029,"United Kingdom","2010-12","Bulk"
"539107","JAM MAKING SET WITH JARS",24,2010-12-16,3.75,16705,"United Kingdom","2010-12","Bulk"
"539107","QUEENS GUARD COFFEE MUG",24,2010-12-16,2.55,16705,"United Kingdom","2010-12","Bulk"
"539107","RED  HARMONICA IN BOX",48,2010-12-16,1.25,16705,"United Kingdom","2010-12","Bulk"
"539108","CHILLI LIGHTS",48,2010-12-16,4.25,16013,"United Kingdom","2010-12","Bulk"
"539109","WHITE HANGING HEART T-LIGHT HOLDER",500,2010-12-16,2.55,16013,"United Kingdom","2010-12","Bulk"
"539109","GOLD MINI TAPE MEASURE",300,2010-12-16,0.72,16013,"United Kingdom","2010-12","Bulk"
"539254","ANTIQUE SILVER TEA GLASS ETCHED",48,2010-12-16,1.25,13199,"United Kingdom","2010-12","Bulk"
"539254","SET OF 9 HEART SHAPED BALLOONS",24,2010-12-16,1.25,13199,"United Kingdom","2010-12","Bulk"
"539254","MAGNETS PACK OF 4 SWALLOWS",24,2010-12-16,1.25,13199,"United Kingdom","2010-12","Bulk"
"539254","PLASTERS IN TIN STRONGMAN",24,2010-12-16,1.65,13199,"United Kingdom","2010-12","Bulk"
"539254","PLASTERS IN TIN VINTAGE PAISLEY",24,2010-12-16,1.65,13199,"United Kingdom","2010-12","Bulk"
"539254","PACK OF 12 LONDON TISSUES",48,2010-12-16,0.29,13199,"United Kingdom","2010-12","Bulk"
"539254","VINTAGE HEADS AND TAILS CARD GAME",24,2010-12-16,1.25,13199,"United Kingdom","2010-12","Bulk"
"539304","RED RETROSPOT SMALL MILK JUG",144,2010-12-16,2.1,16684,"United Kingdom","2010-12","Bulk"
"539331","GOLD MINI TAPE MEASURE",300,2010-12-17,0.72,16013,"United Kingdom","2010-12","Bulk"
"539332","SMALL POPCORN HOLDER",200,2010-12-17,0.72,12931,"United Kingdom","2010-12","Bulk"
"539406","EDWARDIAN PARASOL BLACK",36,2010-12-17,5.95,16711,"United Kingdom","2010-12","Bulk"
"539410","CHILLI LIGHTS",24,2010-12-17,4.25,16353,"United Kingdom","2010-12","Bulk"
"539500","OCEAN SCENT CANDLE IN JEWELLED BOX",54,2010-12-20,3.81,NA,"Bahrain","2010-12","Bulk"
"539567","TRADITIONAL MODELLING CLAY",96,2010-12-20,1.06,13104,"United Kingdom","2010-12","Bulk"
"539578","72 SWEETHEART FAIRY CAKE CASES",720,2010-12-20,0.4,13027,"United Kingdom","2010-12","Bulk"
"539578","60 TEATIME FAIRY CAKE CASES",480,2010-12-20,0.4,13027,"United Kingdom","2010-12","Bulk"
"539578","PACK OF 60 PINK PAISLEY CAKE CASES",480,2010-12-20,0.4,13027,"United Kingdom","2010-12","Bulk"
"539578","PACK OF 60 DINOSAUR CAKE CASES",480,2010-12-20,0.4,13027,"United Kingdom","2010-12","Bulk"
"539578","PACK OF 72 SKULL CAKE CASES",480,2010-12-20,0.4,13027,"United Kingdom","2010-12","Bulk"
"539578","PACK OF 72 RETROSPOT CAKE CASES",960,2010-12-20,0.4,13027,"United Kingdom","2010-12","Bulk"
"539591","MIRRORED DISCO BALL",48,2010-12-20,4.95,14062,"United Kingdom","2010-12","Bulk"
"539604","CHILLI LIGHTS",24,2010-12-20,4.25,16353,"United Kingdom","2010-12","Bulk"
"539634","LARGE POPCORN HOLDER",50,2010-12-20,1.45,17230,"United Kingdom","2010-12","Bulk"
"539634","SMALL POPCORN HOLDER",100,2010-12-20,0.72,17230,"United Kingdom","2010-12","Bulk"
"539646","REX CASH+CARRY JUMBO SHOPPER",30,2010-12-20,0.95,17230,"United Kingdom","2010-12","Bulk"
"539651","WRAP CHRISTMAS SCREEN PRINT",25,2010-12-20,0.42,NA,"United Kingdom","2010-12","Bulk"
"539713","WRAP CHRISTMAS SCREEN PRINT",25,2010-12-21,0.42,NA,"United Kingdom","2010-12","Bulk"
"539721","PACK OF 12 LONDON TISSUES",1296,2010-12-21,0.25,17306,"United Kingdom","2010-12","Bulk"
"539724","CABIN BAG VINTAGE RETROSPOT",30,2010-12-21,12.75,13029,"United Kingdom","2010-12","Bulk"
"539762","SOMBRERO",400,2010-12-22,1.25,13953,"United Kingdom","2010-12","Bulk"
"539858","KNITTED UNION FLAG HOT WATER BOTTLE",48,2010-12-22,3.39,18092,"United Kingdom","2010-12","Bulk"
"539858","CHOCOLATE HOT WATER BOTTLE",48,2010-12-22,4.25,18092,"United Kingdom","2010-12","Bulk"
"539858","WHITE SKULL HOT WATER BOTTLE",72,2010-12-22,3.39,18092,"United Kingdom","2010-12","Bulk"
"539864","AFGHAN SLIPPER SOCK PAIR",39,2010-12-23,3.45,15562,"United Kingdom","2010-12","Bulk"
"539865","RECORD FRAME 7"" SINGLE SIZE",48,2010-12-23,2.1,15587,"United Kingdom","2010-12","Bulk"
"539865","VINYL RECORD FRAME SILVER",24,2010-12-23,3.39,15587,"United Kingdom","2010-12","Bulk"
"539865","BLACK RECORD COVER FRAME",48,2010-12-23,3.39,15587,"United Kingdom","2010-12","Bulk"
"540004","ANTIQUE SILVER TEA GLASS ETCHED",72,2011-01-04,1.06,13094,"United Kingdom","2011-01","Bulk"
"540029","FRYING PAN UNION FLAG",24,2011-01-04,3.75,16029,"United Kingdom","2011-01","Bulk"
"540126","LARGE CAKE TOWEL CHOCOLATE SPOTS",48,2011-01-05,1.95,13798,"United Kingdom","2011-01","Bulk"
"540126","LARGE CAKE TOWEL PINK SPOTS",48,2011-01-05,1.95,13798,"United Kingdom","2011-01","Bulk"
"540126","SWISS ROLL TOWEL, CHOCOLATE  SPOTS",96,2011-01-05,1.25,13798,"United Kingdom","2011-01","Bulk"
"540126","SWISS ROLL TOWEL, PINK  SPOTS",96,2011-01-05,1.25,13798,"United Kingdom","2011-01","Bulk"
"540126","BOTTLE BAG RETROSPOT",100,2011-01-05,0.85,13798,"United Kingdom","2011-01","Bulk"
"540126","WALL TIDY RETROSPOT",150,2011-01-05,0.85,13798,"United Kingdom","2011-01","Bulk"
"540126","SET OF 4 FAIRY CAKE PLACEMATS",108,2011-01-05,1.25,13798,"United Kingdom","2011-01","Bulk"
"540126","S/4 VALENTINE DECOUPAGE HEART BOX",48,2011-01-05,1.25,13798,"United Kingdom","2011-01","Bulk"
"540126","LARGE CAKE TOWEL PINK SPOTS",96,2011-01-05,1.95,13798,"United Kingdom","2011-01","Bulk"
"540126","LARGE CAKE TOWEL CHOCOLATE SPOTS",96,2011-01-05,1.95,13798,"United Kingdom","2011-01","Bulk"
"540159","DANISH ROSE DECORATIVE PLATE",48,2011-01-05,0.42,16112,"United Kingdom","2011-01","Bulk"
"540159","BLUE EGG  SPOON",144,2011-01-05,0.36,16112,"United Kingdom","2011-01","Bulk"
"540160","RED 3 PIECE RETROSPOT CUTLERY SET",216,2011-01-05,3.39,15769,"United Kingdom","2011-01","Bulk"
"540160","GREEN 3 PIECE POLKADOT CUTLERY SET",216,2011-01-05,3.39,15769,"United Kingdom","2011-01","Bulk"
"540160","RECYCLING BAG RETROSPOT",600,2011-01-05,1.85,15769,"United Kingdom","2011-01","Bulk"
"540166","JUMBO BAG STRAWBERRY",100,2011-01-05,1.65,13629,"United Kingdom","2011-01","Bulk"
"540166","JUMBO BAG RED RETROSPOT",200,2011-01-05,1.65,13629,"United Kingdom","2011-01","Bulk"
"540166","JUMBO  BAG BAROQUE BLACK WHITE",100,2011-01-05,1.65,13629,"United Kingdom","2011-01","Bulk"
"540173","HEART OF WICKER SMALL",80,2011-01-05,1.45,15661,"United Kingdom","2011-01","Bulk"
"540174","CHILLI LIGHTS",24,2011-01-05,4.25,16353,"United Kingdom","2011-01","Bulk"
"540175","CHILLI LIGHTS",480,2011-01-05,3.98,16532,"United Kingdom","2011-01","Bulk"
"540181","MULTI COLOUR SILVER T-LIGHT HOLDER",192,2011-01-05,0.72,13199,"United Kingdom","2011-01","Bulk"
"540181","PACK OF 6 PANNETONE GIFT BOXES",24,2011-01-05,2.55,13199,"United Kingdom","2011-01","Bulk"
"540253","DOORMAT SPOTTY HOME SWEET HOME",30,2011-01-05,6.75,13225,"United Kingdom","2011-01","Bulk"
"540253","DOORMAT FAIRY CAKE",30,2011-01-05,6.75,13225,"United Kingdom","2011-01","Bulk"
"540253","DOORMAT NEW ENGLAND",40,2011-01-05,6.75,13225,"United Kingdom","2011-01","Bulk"
"540253","JUMBO BAG PINK VINTAGE PAISLEY",100,2011-01-05,1.65,13225,"United Kingdom","2011-01","Bulk"
"540253","COOK WITH WINE METAL SIGN",48,2011-01-05,1.69,13225,"United Kingdom","2011-01","Bulk"
"540253","GIN + TONIC DIET METAL SIGN",48,2011-01-05,1.85,13225,"United Kingdom","2011-01","Bulk"
"540253","PLEASE ONE PERSON METAL SIGN",48,2011-01-05,1.85,13225,"United Kingdom","2011-01","Bulk"
"540253","JUMBO BAG PINK POLKADOT",100,2011-01-05,1.65,13225,"United Kingdom","2011-01","Bulk"
"540258","SET/5 RED RETROSPOT LID GLASS BOWLS",96,2011-01-06,2.55,14045,"United Kingdom","2011-01","Bulk"
"540258","CERAMIC CAKE STAND + HANGING CAKES",36,2011-01-06,8.5,14045,"United Kingdom","2011-01","Bulk"
"540258","RETROSPOT CHILDRENS APRON",80,2011-01-06,1.65,14045,"United Kingdom","2011-01","Bulk"
"540262","PINK FAIRY CAKE CHILDRENS APRON",147,2011-01-06,1.65,14045,"United Kingdom","2011-01","Bulk"
"540264","SMALL POPCORN HOLDER",600,2011-01-06,0.72,17949,"United Kingdom","2011-01","Bulk"
"540280","PORCELAIN ROSE SMALL",80,2011-01-06,0.85,12386,"Australia","2011-01","Bulk"
"540280","PORCELAIN ROSE LARGE",60,2011-01-06,1.25,12386,"Australia","2011-01","Bulk"
"540361","GLASS JAR ENGLISH CONFECTIONERY",24,2011-01-06,2.55,13408,"United Kingdom","2011-01","Bulk"
"540361","GLASS JAR DIGESTIVE BISCUITS",24,2011-01-06,2.55,13408,"United Kingdom","2011-01","Bulk"
"540361","COLOUR GLASS T-LIGHT HOLDER HANGING",144,2011-01-06,0.55,13408,"United Kingdom","2011-01","Bulk"
"540361","WHITE HANGING HEART T-LIGHT HOLDER",32,2011-01-06,2.55,13408,"United Kingdom","2011-01","Bulk"
"540361","SKULLS AND CROSSBONES WRAP",25,2011-01-06,0.42,13408,"United Kingdom","2011-01","Bulk"
"540361","FANCY FONTS BIRTHDAY WRAP",25,2011-01-06,0.42,13408,"United Kingdom","2011-01","Bulk"
"540370","T-LIGHT GLASS FLUTED ANTIQUE",72,2011-01-06,1.06,13094,"United Kingdom","2011-01","Bulk"
"540401","REGENCY CAKESTAND 3 TIER",48,2011-01-07,10.95,16013,"United Kingdom","2011-01","Bulk"
"540401","MEMO BOARD RETROSPOT  DESIGN",64,2011-01-07,4.25,16013,"United Kingdom","2011-01","Bulk"
"540405","WOODEN UNION JACK BUNTING",48,2011-01-07,4.95,14828,"United Kingdom","2011-01","Bulk"
"540405","PACK OF 72 RETROSPOT CAKE CASES",120,2011-01-07,0.42,14828,"United Kingdom","2011-01","Bulk"
"540405","RED RETROSPOT CHARLOTTE BAG",100,2011-01-07,0.72,14828,"United Kingdom","2011-01","Bulk"
"540405","STRAWBERRY CHARLOTTE BAG",100,2011-01-07,0.72,14828,"United Kingdom","2011-01","Bulk"
"540405","CHINESE DRAGON PAPER LANTERNS",600,2011-01-07,0.25,14828,"United Kingdom","2011-01","Bulk"
"540406","JUMBO BAG TOYS",100,2011-01-07,1.65,13798,"United Kingdom","2011-01","Bulk"
"540406","JUMBO  BAG BAROQUE BLACK WHITE",100,2011-01-07,1.65,13798,"United Kingdom","2011-01","Bulk"
"540406","JUMBO BAG RED RETROSPOT",100,2011-01-07,1.65,13798,"United Kingdom","2011-01","Bulk"
"540408","WHITE HANGING HEART T-LIGHT HOLDER",250,2011-01-07,2.55,16013,"United Kingdom","2011-01","Bulk"
"540452","BLACK RECORD COVER FRAME",96,2011-01-07,3.39,13750,"United Kingdom","2011-01","Bulk"
"540466","CHILLI LIGHTS",72,2011-01-07,4.25,15649,"United Kingdom","2011-01","Bulk"
"540478","JUMBO BAG TOYS",200,2011-01-07,1.65,15769,"United Kingdom","2011-01","Bulk"
"540478","JUMBO BAG OWLS",300,2011-01-07,1.65,15769,"United Kingdom","2011-01","Bulk"
"540478","JUMBO BAG STRAWBERRY",300,2011-01-07,1.65,15769,"United Kingdom","2011-01","Bulk"
"540478","JUMBO BAG SPACEBOY DESIGN",200,2011-01-07,1.65,15769,"United Kingdom","2011-01","Bulk"
"540478","JUMBO BAG PINK VINTAGE PAISLEY",100,2011-01-07,1.65,15769,"United Kingdom","2011-01","Bulk"
"540478","JUMBO BAG PINK POLKADOT",200,2011-01-07,1.65,15769,"United Kingdom","2011-01","Bulk"
"540478","JUMBO  BAG BAROQUE BLACK WHITE",100,2011-01-07,1.65,15769,"United Kingdom","2011-01","Bulk"
"540478","JUMBO BAG RED RETROSPOT",400,2011-01-07,1.65,15769,"United Kingdom","2011-01","Bulk"
"540507","SCOTTIE DOG HOT WATER BOTTLE",72,2011-01-09,4.25,12939,"United Kingdom","2011-01","Bulk"
"540507","KNITTED UNION FLAG HOT WATER BOTTLE",72,2011-01-09,3.39,12939,"United Kingdom","2011-01","Bulk"
"540507","RED WOOLLY HOTTIE WHITE HEART.",24,2011-01-09,3.39,12939,"United Kingdom","2011-01","Bulk"
"540507","FELTCRAFT CUSHION RABBIT",192,2011-01-09,3.39,12939,"United Kingdom","2011-01","Bulk"
"540507","FELTCRAFT CUSHION OWL",48,2011-01-09,3.39,12939,"United Kingdom","2011-01","Bulk"
"540507","FELTCRAFT CUSHION BUTTERFLY",144,2011-01-09,3.39,12939,"United Kingdom","2011-01","Bulk"
"540557","CHILDS GARDEN FORK PINK",96,2011-01-10,0.85,12415,"Australia","2011-01","Bulk"
"540565","PAPER BUNTING COLOURED LACE",40,2011-01-10,2.55,16422,"United Kingdom","2011-01","Bulk"
"540636","HEART CALCULATOR",200,2011-01-10,1.06,17381,"United Kingdom","2011-01","Bulk"
"540649","VICTORIAN SEWING KIT",72,2011-01-10,1.25,15061,"United Kingdom","2011-01","Bulk"
"540649","BOX OF 24 COCKTAIL PARASOLS",25,2011-01-10,0.32,15061,"United Kingdom","2011-01","Bulk"
"540649","DOLLY GIRL LUNCH BOX",64,2011-01-10,1.65,15061,"United Kingdom","2011-01","Bulk"
"540649","BAKING SET SPACEBOY DESIGN",24,2011-01-10,4.25,15061,"United Kingdom","2011-01","Bulk"
"540649","CLOTHES PEGS RETROSPOT PACK 24",48,2011-01-10,1.25,15061,"United Kingdom","2011-01","Bulk"
"540649","MINI JIGSAW BAKE A CAKE",24,2011-01-10,0.42,15061,"United Kingdom","2011-01","Bulk"
"540649","MAGIC DRAWING SLATE SPACEBOY",24,2011-01-10,0.36,15061,"United Kingdom","2011-01","Bulk"
"540649","MINI PAINT SET VINTAGE",36,2011-01-10,0.55,15061,"United Kingdom","2011-01","Bulk"
"540689","RED HANGING HEART T-LIGHT HOLDER",860,2011-01-11,3.24,17450,"United Kingdom","2011-01","Bulk"
"540689","WHITE HANGING HEART T-LIGHT HOLDER",1010,2011-01-11,3.24,17450,"United Kingdom","2011-01","Bulk"
"540689","HEART OF WICKER SMALL",1356,2011-01-11,1.93,17450,"United Kingdom","2011-01","Bulk"
"540689","HEART OF WICKER LARGE",1284,2011-01-11,3.21,17450,"United Kingdom","2011-01","Bulk"
"540768","S/4 VALENTINE DECOUPAGE HEART BOX",216,2011-01-11,1.25,17428,"United Kingdom","2011-01","Bulk"
"540768","CHARLIE & LOLA WASTEPAPER BIN BLUE",48,2011-01-11,1.25,17428,"United Kingdom","2011-01","Bulk"
"540768","CHARLIE & LOLA WASTEPAPER BIN FLORA",48,2011-01-11,1.25,17428,"United Kingdom","2011-01","Bulk"
"540768","60 CAKE CASES DOLLY GIRL DESIGN",120,2011-01-11,0.42,17428,"United Kingdom","2011-01","Bulk"
"540768","PACK OF 72 RETROSPOT CAKE CASES",24,2011-01-11,0.55,17428,"United Kingdom","2011-01","Bulk"
"540768","PACK OF 60 DINOSAUR CAKE CASES",24,2011-01-11,0.55,17428,"United Kingdom","2011-01","Bulk"
"540768","PACK OF 60 MUSHROOM CAKE CASES",24,2011-01-11,0.55,17428,"United Kingdom","2011-01","Bulk"
"540768","60 TEATIME FAIRY CAKE CASES",24,2011-01-11,0.55,17428,"United Kingdom","2011-01","Bulk"
"540768","36 FOIL STAR CAKE CASES",48,2011-01-11,1.85,17428,"United Kingdom","2011-01","Bulk"
"540768","36 FOIL HEART CAKE CASES",48,2011-01-11,1.85,17428,"United Kingdom","2011-01","Bulk"
"540785","RED 3 PIECE RETROSPOT CUTLERY SET",144,2011-01-11,3.39,12557,"Spain","2011-01","Bulk"
"540785","PINK 3 PIECE POLKADOT CUTLERY SET",360,2011-01-11,3.39,12557,"Spain","2011-01","Bulk"
"540785","BLUE 3 PIECE POLKADOT CUTLERY SET",360,2011-01-11,3.39,12557,"Spain","2011-01","Bulk"
"540785","GREEN 3 PIECE POLKADOT CUTLERY SET",144,2011-01-11,3.39,12557,"Spain","2011-01","Bulk"
"540800","DECORATIVE FLORE BATHROOM BOTTLE",48,2011-01-11,0.42,13798,"United Kingdom","2011-01","Bulk"
"540800","DECORATIVE ROSE BATHROOM BOTTLE",48,2011-01-11,0.42,13798,"United Kingdom","2011-01","Bulk"
"540800","BOTTLE BAG RETROSPOT",100,2011-01-11,0.85,13798,"United Kingdom","2011-01","Bulk"
"540800","SET/6 RED SPOTTY PAPER PLATES",96,2011-01-11,0.64,13798,"United Kingdom","2011-01","Bulk"
"540800","WALL TIDY RETROSPOT",40,2011-01-11,0.85,13798,"United Kingdom","2011-01","Bulk"
"540800","WHITE HANGING HEART T-LIGHT HOLDER",32,2011-01-11,2.55,13798,"United Kingdom","2011-01","Bulk"
"540815","WHITE HANGING HEART T-LIGHT HOLDER",1930,2011-01-11,2.55,15749,"United Kingdom","2011-01","Bulk"
"540815","GIN + TONIC DIET METAL SIGN",2000,2011-01-11,1.85,15749,"United Kingdom","2011-01","Bulk"
"540815","FAIRY CAKE FLANNEL ASSORTED COLOUR",3114,2011-01-11,2.1,15749,"United Kingdom","2011-01","Bulk"
"540818","TEA TIME TEA TOWELS",1300,2011-01-11,2.55,15749,"United Kingdom","2011-01","Bulk"
"540818","DOORMAT FAIRY CAKE",670,2011-01-11,6.75,15749,"United Kingdom","2011-01","Bulk"
"540829","HANGING HEART ZINC T-LIGHT HOLDER",36,2011-01-11,0.85,13784,"United Kingdom","2011-01","Bulk"
"540829","SINGLE HEART ZINC T-LIGHT HOLDER",24,2011-01-11,0.95,13784,"United Kingdom","2011-01","Bulk"
"540829","PLACE SETTING WHITE HEART",72,2011-01-11,0.42,13784,"United Kingdom","2011-01","Bulk"
"540829","HANGING HEART JAR T-LIGHT HOLDER",24,2011-01-11,1.25,13784,"United Kingdom","2011-01","Bulk"
"540842","VICTORIAN GLASS HANGING T-LIGHT",48,2011-01-11,1.25,15602,"United Kingdom","2011-01","Bulk"
"540974","PLACE SETTING WHITE STAR",24,2011-01-12,0.42,12971,"United Kingdom","2011-01","Bulk"
"540974","PAPER BUNTING RETROSPOT",40,2011-01-12,2.55,12971,"United Kingdom","2011-01","Bulk"
"540983","RED BABY BUNTING",50,2011-01-12,2.55,15171,"United Kingdom","2011-01","Bulk"
"540983","PINK BABY BUNTING",50,2011-01-12,2.55,15171,"United Kingdom","2011-01","Bulk"
"540983","TEA TIME PARTY BUNTING",50,2011-01-12,3.75,15171,"United Kingdom","2011-01","Bulk"
"540983","PAPER BUNTING RETROSPOT",40,2011-01-12,2.55,15171,"United Kingdom","2011-01","Bulk"
"540983","VINTAGE UNION JACK BUNTING",100,2011-01-12,7.45,15171,"United Kingdom","2011-01","Bulk"
"540999","SUNFLOWER DECORATIVE PARASOL",30,2011-01-13,3.95,13694,"United Kingdom","2011-01","Bulk"
"540999","HIPPY CHIC DECORATIVE PARASOL",30,2011-01-13,3.95,13694,"United Kingdom","2011-01","Bulk"
"540999","POTTERING MUG",72,2011-01-13,0.42,13694,"United Kingdom","2011-01","Bulk"
"540999","GINGHAM BABUSHKA DOORSTOP",24,2011-01-13,1.25,13694,"United Kingdom","2011-01","Bulk"
"540999","RETROSPOT BABUSHKA DOORSTOP",24,2011-01-13,1.25,13694,"United Kingdom","2011-01","Bulk"
"540999","BLACK AND WHITE DOG BOWL",96,2011-01-13,0.85,13694,"United Kingdom","2011-01","Bulk"
"540999","PINK DOG BOWL",24,2011-01-13,0.85,13694,"United Kingdom","2011-01","Bulk"
"540999","HAND WARMER BABUSHKA DESIGN",120,2011-01-13,0.85,13694,"United Kingdom","2011-01","Bulk"
"540999","ASSTD MULTICOLOUR CIRCLES MUG",48,2011-01-13,0.42,13694,"United Kingdom","2011-01","Bulk"
"540999","TOY TIDY PINK POLKADOT",50,2011-01-13,1.85,13694,"United Kingdom","2011-01","Bulk"
"540999","RECYCLING BAG RETROSPOT",50,2011-01-13,1.85,13694,"United Kingdom","2011-01","Bulk"
"540999","LUNCH BAG RED RETROSPOT",100,2011-01-13,1.45,13694,"United Kingdom","2011-01","Bulk"
"540999","LUNCH BAG SUKI  DESIGN",100,2011-01-13,1.45,13694,"United Kingdom","2011-01","Bulk"
"540999","WOODLAND STORAGE BOX LARGE",48,2011-01-13,2.55,13694,"United Kingdom","2011-01","Bulk"
"540999","SKULLS STORAGE BOX LARGE",24,2011-01-13,2.55,13694,"United Kingdom","2011-01","Bulk"
"540999","WOODLAND STORAGE BOX SMALL",48,2011-01-13,1.85,13694,"United Kingdom","2011-01","Bulk"
"540999","LARGE PINK GLASS SUNDAE DISH",96,2011-01-13,0.75,13694,"United Kingdom","2011-01","Bulk"
"540999","SMALL PINK GLASS SUNDAE DISH",144,2011-01-13,0.42,13694,"United Kingdom","2011-01","Bulk"
"541105","JUMBO BAG STRAWBERRY",200,2011-01-13,1.65,16029,"United Kingdom","2011-01","Bulk"
"541105","JUMBO BAG PINK POLKADOT",200,2011-01-13,1.65,16029,"United Kingdom","2011-01","Bulk"
"541106","MOROCCAN TEA GLASS",288,2011-01-13,0.65,18092,"United Kingdom","2011-01","Bulk"
"541106","ASSORTED COLOURS SILK FAN",96,2011-01-13,0.75,18092,"United Kingdom","2011-01","Bulk"
"541108","ANTIQUE SILVER TEA GLASS ENGRAVED",72,2011-01-13,1.06,13199,"United Kingdom","2011-01","Bulk"
